Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,269.5,271.70001220703125,264.3500061035156,265.79998779296875,247.10159301757812,1261616
2018-01-02,267.0,268.0,261.70001220703125,264.54998779296875,245.93948364257812,2277139
2018-01-03,267.8500061035156,272.25,266.3500061035156,268.70001220703125,249.7975616455078,3279293
2018-01-04,270.75,281.8999938964844,269.5,277.1499938964844,257.65313720703125,6281682
2018-01-05,279.25,289.8999938964844,278.6499938964844,285.1000061035156,265.0438537597656,8325201
2018-01-08,286.1000061035156,289.5,283.1000061035156,286.0,265.8805847167969,2686737
2018-01-09,286.25,289.5,281.0,284.0,264.021240234375,2281715
2018-01-10,283.20001220703125,285.0,278.45001220703125,282.79998779296875,262.9056701660156,2748652
2018-01-11,283.70001220703125,285.75,282.0,282.54998779296875,262.6732482910156,1757575
2018-01-12,283.1000061035156,289.75,282.75,286.79998779296875,266.624267578125,5118636
2018-01-15,287.6000061035156,292.8999938964844,283.75,285.0,264.9509582519531,3602106
2018-01-16,286.3999938964844,287.3999938964844,276.29998779296875,281.20001220703125,261.4182434082031,3107547
2018-01-17,282.1000061035156,287.0,279.5,285.04998779296875,264.9974060058594,3574084
2018-01-18,285.79998779296875,289.0,275.3500061035156,279.79998779296875,260.1167297363281,8128594
2018-01-19,281.1000061035156,283.1000061035156,273.04998779296875,282.1000061035156,262.25494384765625,3291487
2018-01-22,283.0,283.5,276.6000061035156,278.6499938964844,259.047607421875,2143377
2018-01-23,279.3500061035156,299.29998779296875,277.04998779296875,294.04998779296875,273.3642578125,8672380
2018-01-24,292.3500061035156,296.0,287.04998779296875,288.6499938964844,268.3441467285156,4037279
2018-01-25,292.3500061035156,297.0,288.1000061035156,290.79998779296875,270.3428649902344,7330584
2018-01-29,291.0,300.45001220703125,291.0,293.45001220703125,272.8064880371094,4673841
2018-01-30,292.8999938964844,292.8999938964844,287.75,289.1000061035156,268.762451171875,2152791
2018-01-31,289.0,294.0,281.1000061035156,289.95001220703125,269.55267333984375,6604621
2018-02-01,296.0,306.79998779296875,285.3999938964844,302.6499938964844,281.3592529296875,8031105
2018-02-02,298.75,314.3500061035156,293.25,299.0,277.9660339355469,12354843
2018-02-05,295.0,299.95001220703125,282.8500061035156,291.25,270.7612609863281,6863987
2018-02-06,278.8500061035156,289.29998779296875,265.6000061035156,283.20001220703125,263.27752685546875,8006195
2018-02-07,287.8999938964844,294.3999938964844,284.3500061035156,290.0,269.59918212890625,9691897
2018-02-08,290.0,308.3999938964844,290.0,304.20001220703125,282.80023193359375,8028713
2018-02-09,295.75,311.8500061035156,295.1499938964844,309.3500061035156,287.5880126953125,6726146
2018-02-12,312.0,315.70001220703125,309.25,310.75,288.88946533203125,4120075
2018-02-14,313.79998779296875,314.45001220703125,308.1499938964844,309.54998779296875,287.77386474609375,3992497
2018-02-15,311.25,314.25,305.54998779296875,307.79998779296875,286.14697265625,3695342
2018-02-16,310.1000061035156,313.75,306.3500061035156,312.3999938964844,290.4233703613281,5742059
