Date,Open,High,Low,Close,Adj Close,Volume
2018-03-27,499.0,499.0,455.0,476.8500061035156,473.3823547363281,91036634
2018-03-28,463.8500061035156,478.8999938964844,463.0,469.04998779296875,465.6390686035156,12056881
2018-04-02,474.8999938964844,485.0,472.0,475.70001220703125,472.24072265625,5239378
2018-04-03,474.0,485.8999938964844,469.1499938964844,483.45001220703125,479.9343566894531,2796977
2018-04-04,484.6000061035156,488.79998779296875,478.0,486.04998779296875,482.51544189453125,2459030
2018-04-05,490.0,514.9000244140625,487.29998779296875,509.20001220703125,505.4971008300781,8163440
2018-04-06,512.5,517.7000122070312,505.20001220703125,508.25,504.55401611328125,1844654
2018-04-09,508.79998779296875,519.9000244140625,496.04998779296875,514.4500122070312,510.70892333984375,2656272
2018-04-10,515.0,520.7999877929688,510.20001220703125,518.6500244140625,514.87841796875,1731872
2018-04-11,519.9000244140625,535.0,513.0,533.5,529.6204223632812,3555719
2018-04-12,530.0,540.7999877929688,526.0999755859375,534.75,530.861328125,1884412
2018-04-13,533.0,536.9500122070312,526.4000244140625,528.6500244140625,524.8056640625,1057977
2018-04-16,523.9000244140625,532.3499755859375,516.0999755859375,518.7999877929688,515.0272827148438,760439
2018-04-17,520.0,521.4000244140625,500.0,505.1000061035156,501.4269104003906,1156139
2018-04-18,508.0,513.5,501.0,504.1499938964844,500.48382568359375,815508
2018-04-19,505.20001220703125,508.8999938964844,502.0,505.1000061035156,501.4269104003906,589106
2018-04-20,505.1000061035156,510.5,493.1000061035156,495.04998779296875,491.45001220703125,949874
2018-04-23,496.0,504.29998779296875,481.75,498.3500061035156,494.72601318359375,2474228
2018-04-24,500.0,502.29998779296875,486.0,489.8500061035156,486.2878112792969,1200876
2018-04-25,490.04998779296875,497.1000061035156,485.25,494.29998779296875,490.7054443359375,1313604
2018-04-26,497.1000061035156,501.3999938964844,491.1000061035156,495.0,491.400390625,1878261
2018-04-27,498.79998779296875,522.9500122070312,498.5,506.45001220703125,502.7671203613281,5635987
2018-04-30,509.5,515.9000244140625,502.70001220703125,513.4500122070312,509.7162170410156,1461600
2018-05-02,513.0,520.9000244140625,511.0,515.8499755859375,512.0987548828125,1319363
2018-05-03,511.95001220703125,515.0,496.3999938964844,502.04998779296875,498.39910888671875,861937
2018-05-04,503.0,506.0,500.5,504.6000061035156,500.9305419921875,1078225
2018-05-07,507.0,508.0,492.6499938964844,494.5,490.90399169921875,764766
2018-05-08,496.95001220703125,497.0,490.0,494.3500061035156,490.7550964355469,568372
2018-05-09,492.0,495.25,485.29998779296875,488.6000061035156,485.0469055175781,505802
2018-05-10,490.0,493.8999938964844,484.04998779296875,486.45001220703125,482.9125671386719,251959
2018-05-11,486.54998779296875,492.20001220703125,480.25,484.3500061035156,480.82781982421875,1030945
2018-05-14,484.0,489.3999938964844,478.3999938964844,479.95001220703125,476.4598083496094,377154
2018-05-15,483.8999938964844,489.79998779296875,473.5,483.8500061035156,480.3314514160156,1463884
2018-05-16,479.8999938964844,484.8999938964844,475.0,482.5,478.9912414550781,432584
2018-05-17,483.0,487.0,477.6499938964844,483.8500061035156,480.3314514160156,477080
2018-05-18,481.04998779296875,485.04998779296875,478.0,479.54998779296875,476.0627136230469,294337
2018-05-21,474.0,481.20001220703125,463.20001220703125,468.79998779296875,465.390869140625,363194
2018-05-22,468.79998779296875,477.3999938964844,468.0,470.3500061035156,466.92962646484375,243251
2018-05-23,471.79998779296875,500.0,469.29998779296875,495.95001220703125,492.3434753417969,1809012
2018-05-24,489.79998779296875,495.1000061035156,474.6000061035156,477.20001220703125,473.7298278808594,435390
2018-05-25,483.75,487.0,476.8500061035156,483.1000061035156,479.5869140625,289819
2018-05-28,486.70001220703125,488.3999938964844,481.0,484.54998779296875,481.0263366699219,228736
2018-05-29,485.1000061035156,488.5,478.25,479.75,476.2612609863281,172900
2018-05-30,477.0,478.95001220703125,468.20001220703125,469.8999938964844,466.4828796386719,372779
2018-05-31,472.20001220703125,474.0,463.1000061035156,470.5,467.07855224609375,375833
2018-06-01,470.0,478.75,470.0,475.1000061035156,471.64508056640625,347149
2018-06-04,479.0,479.0,470.3999938964844,473.95001220703125,470.50347900390625,331178
2018-06-05,474.0,474.0,456.1499938964844,470.04998779296875,466.6318054199219,535857
2018-06-06,471.0,503.6000061035156,467.0,495.70001220703125,492.09527587890625,2580270
2018-06-07,501.0,502.8999938964844,491.20001220703125,498.04998779296875,494.42816162109375,767664
2018-06-08,496.8999938964844,502.3500061035156,492.29998779296875,498.1000061035156,494.47784423828125,971489
2018-06-11,501.0,529.0,496.04998779296875,512.2000122070312,508.4753112792969,3530631
2018-06-12,510.1000061035156,525.5,505.54998779296875,520.2000122070312,516.4171142578125,1061375
2018-06-13,521.0499877929688,539.8499755859375,518.5499877929688,535.7000122070312,531.804443359375,1541850
2018-06-14,538.0,560.0,538.0,547.2000122070312,543.2207641601562,3171005
2018-06-15,544.4000244140625,553.7999877929688,531.4000244140625,550.1500244140625,546.1493530273438,1468910
2018-06-18,548.0499877929688,557.9000244140625,545.2000122070312,551.9500122070312,547.9362182617188,653866
2018-06-19,546.25,549.9500122070312,532.0,534.2000122070312,530.3153686523438,603528
2018-06-20,536.9500122070312,551.4000244140625,535.1500244140625,539.7000122070312,535.7753295898438,617216
