Datetime,Open,High,Low,Close,Adj Close,Volume
2021-02-15 09:15:00+05:30,127.5,127.75,127.0,127.30000305175781,127.30000305175781,150075
2021-02-15 09:20:00+05:30,127.25,127.5,126.69999694824219,126.80000305175781,126.80000305175781,180704
2021-02-15 09:25:00+05:30,126.8499984741211,127.55000305175781,126.80000305175781,127.55000305175781,127.55000305175781,282383
2021-02-15 09:30:00+05:30,127.55000305175781,128.0,127.55000305175781,128.0,128.0,185179
2021-02-15 09:35:00+05:30,128.0,128.0,127.5999984741211,127.94999694824219,127.94999694824219,139130
2021-02-15 09:40:00+05:30,127.8499984741211,129.0,127.80000305175781,128.8000030517578,128.8000030517578,446613
2021-02-15 09:45:00+05:30,128.8000030517578,129.0,128.4499969482422,128.75,128.75,148786
2021-02-15 09:50:00+05:30,128.64999389648438,128.9499969482422,128.5500030517578,128.8000030517578,128.8000030517578,102403
2021-02-15 09:55:00+05:30,128.8000030517578,129.85000610351562,128.6999969482422,129.64999389648438,129.64999389648438,396464
2021-02-15 10:00:00+05:30,129.6999969482422,131.0,129.60000610351562,130.6999969482422,130.6999969482422,1021833
2021-02-15 10:05:00+05:30,130.75,131.0,130.0500030517578,130.8000030517578,130.8000030517578,596122
2021-02-15 10:10:00+05:30,130.8000030517578,131.0,130.5,130.8000030517578,130.8000030517578,298014
2021-02-15 10:15:00+05:30,130.85000610351562,131.3000030517578,130.60000610351562,131.25,131.25,249851
2021-02-15 10:20:00+05:30,131.1999969482422,131.3000030517578,130.85000610351562,130.89999389648438,130.89999389648438,150934
2021-02-15 10:25:00+05:30,130.89999389648438,131.5,130.5500030517578,131.5,131.5,271621
2021-02-15 10:30:00+05:30,131.5,131.5,131.10000610351562,131.1999969482422,131.1999969482422,245244
2021-02-15 10:35:00+05:30,131.1999969482422,131.25,131.0,131.1999969482422,131.1999969482422,104191
2021-02-15 10:40:00+05:30,131.1999969482422,131.1999969482422,131.0,131.0,131.0,86062
2021-02-15 10:45:00+05:30,131.0500030517578,131.8000030517578,131.0,131.8000030517578,131.8000030517578,273032
2021-02-15 10:50:00+05:30,131.75,131.85000610351562,131.25,131.35000610351562,131.35000610351562,119081
2021-02-15 10:55:00+05:30,131.3000030517578,131.6999969482422,131.3000030517578,131.6999969482422,131.6999969482422,87517
2021-02-15 11:00:00+05:30,131.64999389648438,131.89999389648438,131.1999969482422,131.25,131.25,178358
2021-02-15 11:05:00+05:30,131.3000030517578,131.5,131.25,131.25,131.25,64631
2021-02-15 11:10:00+05:30,131.25,131.75,131.1999969482422,131.75,131.75,120267
2021-02-15 11:15:00+05:30,131.6999969482422,131.9499969482422,131.6999969482422,131.9499969482422,131.9499969482422,120250
2021-02-15 11:20:00+05:30,131.9499969482422,132.0,131.6999969482422,131.8000030517578,131.8000030517578,144273
2021-02-15 11:25:00+05:30,131.8000030517578,131.89999389648438,131.75,131.85000610351562,131.85000610351562,97838
2021-02-15 11:30:00+05:30,131.85000610351562,131.9499969482422,131.4499969482422,131.60000610351562,131.60000610351562,168051
2021-02-15 11:35:00+05:30,131.5500030517578,131.64999389648438,130.9499969482422,131.1999969482422,131.1999969482422,619220
2021-02-15 11:40:00+05:30,131.10000610351562,131.3000030517578,130.8000030517578,130.9499969482422,130.9499969482422,234743
2021-02-15 11:45:00+05:30,130.9499969482422,131.0,130.64999389648438,130.85000610351562,130.85000610351562,110250
2021-02-15 11:50:00+05:30,130.8000030517578,130.85000610351562,130.39999389648438,130.8000030517578,130.8000030517578,188116
2021-02-15 11:55:00+05:30,130.75,131.0,130.64999389648438,131.0,131.0,80944
2021-02-15 12:00:00+05:30,131.0,131.10000610351562,130.39999389648438,130.39999389648438,130.39999389648438,102321
2021-02-15 12:05:00+05:30,130.5500030517578,130.9499969482422,130.5500030517578,130.8000030517578,130.8000030517578,112895
2021-02-15 12:10:00+05:30,130.6999969482422,130.89999389648438,130.64999389648438,130.89999389648438,130.89999389648438,21737
2021-02-15 12:15:00+05:30,130.85000610351562,131.0,130.8000030517578,130.85000610351562,130.85000610351562,48577
2021-02-15 12:20:00+05:30,130.85000610351562,131.8000030517578,130.85000610351562,131.5500030517578,131.5500030517578,196633
2021-02-15 12:25:00+05:30,131.5,131.5,131.1999969482422,131.35000610351562,131.35000610351562,60002
2021-02-15 12:30:00+05:30,131.3000030517578,131.64999389648438,131.1999969482422,131.4499969482422,131.4499969482422,177693
2021-02-15 12:35:00+05:30,131.35000610351562,131.35000610351562,130.89999389648438,131.0,131.0,181762
2021-02-15 12:40:00+05:30,131.0,131.35000610351562,131.0,131.10000610351562,131.10000610351562,59774
2021-02-15 12:45:00+05:30,131.0500030517578,131.35000610351562,130.9499969482422,131.3000030517578,131.3000030517578,42116
2021-02-15 12:50:00+05:30,131.3000030517578,131.5,131.10000610351562,131.3000030517578,131.3000030517578,123785
2021-02-15 12:55:00+05:30,131.3000030517578,131.39999389648438,131.25,131.25,131.25,31261
2021-02-15 13:00:00+05:30,131.3000030517578,131.6999969482422,131.25,131.6999969482422,131.6999969482422,114795
2021-02-15 13:05:00+05:30,131.60000610351562,131.9499969482422,131.39999389648438,131.39999389648438,131.39999389648438,141818
2021-02-15 13:10:00+05:30,131.39999389648438,131.5,131.14999389648438,131.35000610351562,131.35000610351562,48201
2021-02-15 13:15:00+05:30,131.35000610351562,131.39999389648438,131.0500030517578,131.3000030517578,131.3000030517578,56710
2021-02-15 13:20:00+05:30,131.1999969482422,131.25,130.64999389648438,130.85000610351562,130.85000610351562,208741
2021-02-15 13:25:00+05:30,130.85000610351562,131.14999389648438,130.85000610351562,130.89999389648438,130.89999389648438,53427
2021-02-15 13:30:00+05:30,130.89999389648438,131.0500030517578,130.6999969482422,130.89999389648438,130.89999389648438,37608
2021-02-15 13:35:00+05:30,130.89999389648438,131.1999969482422,130.89999389648438,131.14999389648438,131.14999389648438,69149
2021-02-15 13:40:00+05:30,131.10000610351562,131.1999969482422,131.0,131.0,131.0,39359
2021-02-15 13:45:00+05:30,131.0,131.0500030517578,130.6999969482422,131.0,131.0,52900
2021-02-15 13:50:00+05:30,131.0,131.10000610351562,130.85000610351562,130.85000610351562,130.85000610351562,70144
2021-02-15 13:55:00+05:30,131.0,131.14999389648438,130.85000610351562,131.10000610351562,131.10000610351562,36628
2021-02-15 14:00:00+05:30,131.14999389648438,131.4499969482422,131.0500030517578,131.39999389648438,131.39999389648438,35057
2021-02-15 14:05:00+05:30,131.39999389648438,131.5,131.14999389648438,131.4499969482422,131.4499969482422,54428
2021-02-15 14:10:00+05:30,131.35000610351562,131.60000610351562,131.14999389648438,131.35000610351562,131.35000610351562,69361
2021-02-15 14:15:00+05:30,131.35000610351562,131.5,131.0,131.3000030517578,131.3000030517578,63996
2021-02-15 14:20:43+05:30,131.25,131.25,131.25,131.25,131.25,0
