Datetime,Open,High,Low,Close,Adj Close,Volume
2021-02-04 09:15:00+05:30,1179.050048828125,1198.3499755859375,1172.6500244140625,1197.0,1197.0,0
2021-02-04 09:20:00+05:30,1197.0,1199.0,1181.300048828125,1185.300048828125,1185.300048828125,81745
2021-02-04 09:25:00+05:30,1185.8499755859375,1186.8499755859375,1178.3499755859375,1180.0,1180.0,43370
2021-02-04 09:30:00+05:30,1180.0,1182.0,1172.550048828125,1173.800048828125,1173.800048828125,63790
2021-02-04 09:35:00+05:30,1173.1500244140625,1179.8499755859375,1172.75,1179.050048828125,1179.050048828125,36245
2021-02-04 09:40:00+05:30,1179.199951171875,1185.0,1179.0,1184.5,1184.5,21722
2021-02-04 09:45:00+05:30,1184.0,1184.6500244140625,1181.0,1183.449951171875,1183.449951171875,16859
2021-02-04 09:50:00+05:30,1183.0999755859375,1188.449951171875,1182.75,1186.5999755859375,1186.5999755859375,25927
2021-02-04 09:55:00+05:30,1186.5999755859375,1188.0,1184.1500244140625,1185.800048828125,1185.800048828125,18160
2021-02-04 10:00:00+05:30,1187.0,1188.0,1184.449951171875,1184.449951171875,1184.449951171875,23934
2021-02-04 10:05:00+05:30,1184.9000244140625,1190.949951171875,1184.9000244140625,1189.0999755859375,1189.0999755859375,25092
2021-02-04 10:10:00+05:30,1189.0999755859375,1194.9000244140625,1189.0999755859375,1193.0999755859375,1193.0999755859375,30827
2021-02-04 10:15:00+05:30,1193.050048828125,1194.449951171875,1190.949951171875,1191.8499755859375,1191.8499755859375,35052
2021-02-04 10:20:00+05:30,1192.300048828125,1195.5,1192.0,1192.5,1192.5,41594
2021-02-04 10:25:00+05:30,1193.199951171875,1196.0,1192.5,1195.75,1195.75,21849
2021-02-04 10:30:00+05:30,1195.75,1198.0,1194.050048828125,1196.949951171875,1196.949951171875,43587
2021-02-04 10:35:00+05:30,1197.0,1198.0,1193.050048828125,1197.9000244140625,1197.9000244140625,20619
2021-02-04 10:40:00+05:30,1197.300048828125,1198.5,1194.9000244140625,1197.8499755859375,1197.8499755859375,34824
2021-02-04 10:45:00+05:30,1197.9000244140625,1197.9000244140625,1194.800048828125,1196.949951171875,1196.949951171875,23459
2021-02-04 10:50:00+05:30,1196.5999755859375,1204.0999755859375,1196.5999755859375,1204.0999755859375,1204.0999755859375,68738
2021-02-04 10:55:00+05:30,1203.5,1203.800048828125,1200.0,1201.449951171875,1201.449951171875,41130
2021-02-04 11:00:00+05:30,1201.5999755859375,1207.0,1200.550048828125,1205.8499755859375,1205.8499755859375,57869
2021-02-04 11:05:00+05:30,1205.8499755859375,1216.0999755859375,1205.300048828125,1215.5,1215.5,141830
2021-02-04 11:10:00+05:30,1214.949951171875,1217.3499755859375,1210.25,1213.199951171875,1213.199951171875,114668
2021-02-04 11:15:00+05:30,1213.550048828125,1215.0,1210.0999755859375,1214.5,1214.5,43742
2021-02-04 11:20:00+05:30,1214.4000244140625,1214.9000244140625,1209.1500244140625,1211.199951171875,1211.199951171875,53947
2021-02-04 11:25:00+05:30,1211.199951171875,1211.5999755859375,1204.5,1206.3499755859375,1206.3499755859375,60488
2021-02-04 11:30:00+05:30,1205.300048828125,1208.75,1205.300048828125,1208.75,1208.75,30391
2021-02-04 11:35:00+05:30,1207.8499755859375,1208.800048828125,1200.0,1201.550048828125,1201.550048828125,82913
2021-02-04 11:40:00+05:30,1202.0,1204.4000244140625,1201.4000244140625,1202.699951171875,1202.699951171875,21944
2021-02-04 11:45:00+05:30,1202.199951171875,1202.6500244140625,1197.949951171875,1199.8499755859375,1199.8499755859375,44958
2021-02-04 11:50:00+05:30,1199.8499755859375,1201.0,1198.699951171875,1199.0,1199.0,17873
2021-02-04 11:55:00+05:30,1199.699951171875,1199.800048828125,1196.4000244140625,1198.449951171875,1198.449951171875,46349
2021-02-04 12:00:00+05:30,1198.4000244140625,1199.0,1196.5999755859375,1197.0999755859375,1197.0999755859375,28517
2021-02-04 12:05:00+05:30,1197.300048828125,1205.0,1197.0,1204.3499755859375,1204.3499755859375,40399
2021-02-04 12:10:00+05:30,1204.1500244140625,1204.5999755859375,1198.800048828125,1199.6500244140625,1199.6500244140625,42024
2021-02-04 12:15:00+05:30,1199.4000244140625,1199.949951171875,1198.0,1198.449951171875,1198.449951171875,29950
2021-02-04 12:20:00+05:30,1198.25,1199.800048828125,1198.0,1199.699951171875,1199.699951171875,21786
2021-02-04 12:25:00+05:30,1199.0999755859375,1199.75,1198.5,1199.5,1199.5,22152
2021-02-04 12:30:00+05:30,1199.199951171875,1199.699951171875,1190.0,1190.5,1190.5,60001
2021-02-04 12:35:00+05:30,1191.3499755859375,1192.0,1187.0999755859375,1192.0,1192.0,57129
2021-02-04 12:40:00+05:30,1192.3499755859375,1196.800048828125,1192.3499755859375,1195.050048828125,1195.050048828125,18490
2021-02-04 12:45:00+05:30,1194.8499755859375,1196.6500244140625,1193.550048828125,1196.5999755859375,1196.5999755859375,11573
2021-02-04 12:50:00+05:30,1196.6500244140625,1198.75,1196.0,1198.199951171875,1198.199951171875,16185
2021-02-04 12:55:00+05:30,1197.449951171875,1197.800048828125,1190.25,1191.6500244140625,1191.6500244140625,37807
2021-02-04 13:00:00+05:30,1191.6500244140625,1194.699951171875,1190.199951171875,1191.9000244140625,1191.9000244140625,15580
2021-02-04 13:05:00+05:30,1192.0,1193.800048828125,1191.0999755859375,1192.300048828125,1192.300048828125,16619
2021-02-04 13:10:00+05:30,1192.300048828125,1193.949951171875,1190.199951171875,1190.800048828125,1190.800048828125,10755
2021-02-04 13:15:00+05:30,1190.75,1195.449951171875,1190.0999755859375,1194.5999755859375,1194.5999755859375,17566
2021-02-04 13:20:00+05:30,1194.949951171875,1199.5,1194.949951171875,1197.0,1197.0,36455
2021-02-04 13:25:00+05:30,1196.5999755859375,1199.050048828125,1196.25,1199.0,1199.0,11052
2021-02-04 13:30:00+05:30,1198.800048828125,1199.75,1197.449951171875,1198.699951171875,1198.699951171875,15721
2021-02-04 13:35:00+05:30,1198.5,1199.949951171875,1194.800048828125,1195.050048828125,1195.050048828125,25617
2021-02-04 13:40:00+05:30,1195.050048828125,1197.6500244140625,1191.800048828125,1196.25,1196.25,23405
2021-02-04 13:45:00+05:30,1196.4000244140625,1198.0,1195.3499755859375,1196.800048828125,1196.800048828125,8531
2021-02-04 13:50:00+05:30,1196.9000244140625,1198.9000244140625,1195.0999755859375,1195.800048828125,1195.800048828125,17899
2021-02-04 13:55:00+05:30,1195.699951171875,1196.449951171875,1193.3499755859375,1196.0,1196.0,14660
2021-02-04 14:00:00+05:30,1196.5,1198.5,1195.800048828125,1197.5,1197.5,10392
2021-02-04 14:05:00+05:30,1198.0,1198.449951171875,1197.050048828125,1197.449951171875,1197.449951171875,15285
2021-02-04 14:10:00+05:30,1197.449951171875,1199.0,1197.0,1197.0,1197.0,21184
2021-02-04 14:15:00+05:30,1197.0,1198.0,1195.0,1197.6500244140625,1197.6500244140625,17803
2021-02-04 14:20:00+05:30,1197.699951171875,1197.699951171875,1195.3499755859375,1196.4000244140625,1196.4000244140625,17030
2021-02-04 14:25:00+05:30,1196.949951171875,1197.5,1194.9000244140625,1196.1500244140625,1196.1500244140625,16133
2021-02-04 14:30:00+05:30,1196.050048828125,1197.0,1190.199951171875,1190.9000244140625,1190.9000244140625,32944
2021-02-04 14:35:00+05:30,1190.9000244140625,1192.949951171875,1188.8499755859375,1190.300048828125,1190.300048828125,29322
2021-02-04 14:40:00+05:30,1190.800048828125,1190.800048828125,1188.4000244140625,1188.800048828125,1188.800048828125,19368
2021-02-04 14:45:00+05:30,1189.0,1189.699951171875,1187.449951171875,1188.4000244140625,1188.4000244140625,31734
2021-02-04 14:50:00+05:30,1188.5,1190.0,1188.199951171875,1188.5999755859375,1188.5999755859375,18184
2021-02-04 14:55:00+05:30,1188.5999755859375,1190.050048828125,1188.199951171875,1189.449951171875,1189.449951171875,16151
2021-02-04 15:00:00+05:30,1188.800048828125,1190.0,1187.199951171875,1188.0,1188.0,33455
2021-02-04 15:05:00+05:30,1188.0999755859375,1190.6500244140625,1187.4000244140625,1189.5,1189.5,47708
2021-02-04 15:10:00+05:30,1189.5,1190.0,1187.449951171875,1187.5999755859375,1187.5999755859375,32969
2021-02-04 15:15:00+05:30,1188.25,1189.300048828125,1186.199951171875,1188.949951171875,1188.949951171875,72501
2021-02-04 15:20:00+05:30,1189.0,1189.9000244140625,1186.0,1187.050048828125,1187.050048828125,54416
2021-02-04 15:25:00+05:30,1185.25,1190.0,1183.199951171875,1188.5,1188.5,37177
2021-02-05 09:15:00+05:30,1189.4000244140625,1194.949951171875,1183.5999755859375,1194.800048828125,1194.800048828125,0
2021-02-05 09:20:00+05:30,1195.0,1195.949951171875,1187.25,1187.949951171875,1187.949951171875,38247
2021-02-05 09:25:00+05:30,1187.1500244140625,1190.550048828125,1185.949951171875,1187.4000244140625,1187.4000244140625,22943
2021-02-05 09:30:00+05:30,1187.4000244140625,1188.050048828125,1178.1500244140625,1178.1500244140625,1178.1500244140625,43928
2021-02-05 09:35:00+05:30,1178.1500244140625,1183.300048828125,1174.699951171875,1183.0,1183.0,49802
2021-02-05 09:40:00+05:30,1183.949951171875,1184.25,1180.0,1182.4000244140625,1182.4000244140625,36875
2021-02-05 09:45:00+05:30,1182.4000244140625,1187.0,1179.550048828125,1180.75,1180.75,46051
2021-02-05 09:50:00+05:30,1180.050048828125,1180.300048828125,1177.5999755859375,1179.5999755859375,1179.5999755859375,11276
2021-02-05 09:55:00+05:30,1179.5999755859375,1181.8499755859375,1178.0,1179.8499755859375,1179.8499755859375,8022
2021-02-05 10:00:00+05:30,1179.4000244140625,1180.5,1175.1500244140625,1177.0999755859375,1177.0999755859375,16695
2021-02-05 10:05:00+05:30,1176.1500244140625,1180.0,1176.0999755859375,1178.9000244140625,1178.9000244140625,12506
2021-02-05 10:10:00+05:30,1179.0999755859375,1180.0,1175.0,1179.199951171875,1179.199951171875,15032
2021-02-05 10:15:00+05:30,1178.5999755859375,1179.949951171875,1175.699951171875,1177.0999755859375,1177.0999755859375,12741
2021-02-05 10:20:00+05:30,1177.5999755859375,1177.5999755859375,1173.0,1175.25,1175.25,17037
